id,polarity,score
809485701444227072,Positive,0.875
809486880609882113,Neutral,0.0
809486960125509632,Negative,-0.125
809487279790100480,Negative,-0.125
809487624629055488,Neutral,0.0
809488803731750913,Positive,0.25
809489569955672067,Neutral,0.0
809489613974736896,Positive,0.5
809489776206381056,Positive,0.5
809490485438017536,Positive,0.375
809490514827476992,Neutral,0.0
809490933922283521,Negative,-0.125
809492592069111811,Positive,0.375
809492909326299136,Neutral,0.0
809493114792640512,Negative,-0.125
809493141896175617,Neutral,0.0
809493952416071680,Neutral,0.0
809494041456967680,Positive,0.5
809494346319986691,Neutral,0.0
809494811271106561,Neutral,0.0
809495048786182144,Negative,-0.125
809495127412588544,Neutral,0.0
809495488718245888,Negative,-0.125
809495754255532034,Neutral,0.0
809496170850566144,Neutral,0.0
809496259161636864,Neutral,0.0
809496788210253824,Neutral,0.0
809496849602244612,Neutral,0.0
809496920007831553,Neutral,0.0
809497318340853762,Positive,0.5
809497351639404544,Neutral,0.0
809497881552023552,Negative,-0.125
809498270980603904,Neutral,0.0
809498347593723905,Negative,-0.125
809498711206268928,Negative,-0.375
809499207245688832,Negative,-0.125
809499402045890560,Positive,0.875
809499526788591616,Neutral,0.0
809499872797794304,Neutral,0.0
809500129032110080,Neutral,0.0
809500195780169728,Positive,1.45
809500361543323650,Negative,-0.375
809501040643108864,Positive,0.625
809501262169391104,Neutral,0.0
809501299729428483,Neutral,0.0
809501410744299524,Negative,-0.125
809502108940664832,Positive,0.375
809502134215569408,Positive,0.375
809502353699250177,Positive,0.375
809502370715602944,Positive,0.375
809502467654381568,Negative,-0.125
809502544548548609,Positive,0.375
809502594389475330,Positive,0.375
809502629130862593,Neutral,0.0
809502721430667273,Neutral,0.0
809503422026158081,Positive,0.375
809503546928308224,Neutral,0.0
809503806077698048,Neutral,0.0
809504295531986944,Positive,0.5
809504340327223301,Positive,0.375
809504349713928193,Positive,0.375
809504509428953088,Negative,-0.375
809504639699845120,Positive,0.125
809504854238461953,Positive,0.375
809504921997508608,Neutral,0.0
809505049604829184,Neutral,0.0
809505283219275776,Positive,0.375
809505324357091329,Positive,0.375
809505375556927488,Positive,0.375
809505392120172545,Positive,0.25
809505422075891714,Neutral,0.0
809505704721653760,Neutral,0.0
809505763957833729,Negative,-0.125
809505794228125696,Neutral,0.0
809506347695960064,Neutral,0.0
809506473340452864,Negative,-0.325
809506581675180032,Negative,-0.325
809506660074942464,Neutral,0.0
809506726743572482,Neutral,0.0
809506747853500416,Negative,-0.325
809506762101506056,Neutral,0.0
809506779310727168,Negative,-0.25
809507118726397953,Negative,-0.125
809507143871332352,Negative,-0.375
809507159373398016,Negative,-0.325
809507280731435008,Negative,-0.325
809507407990759424,Negative,-0.325
809507449753501696,Positive,0.375
809507563393925122,Negative,-0.325
809508103926517761,Neutral,0.0
809508315998863360,Neutral,0.0
809508458747854848,Positive,0.375
809508605175197696,Positive,0.125
809508726646460416,Neutral,0.0
809508756878856192,Positive,0.375
809509116372774912,Neutral,0.0
809509278654615553,Positive,0.125
809509517037883393,Neutral,0.0
809509603167916032,Negative,-0.325
809509655122542592,Positive,0.875
809509674273873920,Negative,-0.25
809509674517032960,Positive,0.5
809509700018372608,Positive,0.375
809509753424592896,Negative,-0.125
809509824081760256,Neutral,0.0
809509917602226178,Negative,-0.325
809509919946842113,Negative,-0.375
809509970140131328,Positive,0.125
809510012670226433,Positive,1.125
809510398806335488,Neutral,0.0
809510431169675265,Neutral,0.0
809510907550150656,Positive,0.25
809511003180453888,Negative,-0.325
809511043751780352,Neutral,0.0
809511046222413825,Positive,0.625
809511087456612353,Positive,0.125
809511162580762625,Positive,0.125
809511166078750720,Neutral,0.0
809511171736932353,Positive,0.625
809511590106107909,Neutral,0.0
809511716425965568,Neutral,0.0
809511727331233792,Positive,0.375
809511862702325760,Positive,0.375
809512153103433728,Neutral,0.0
809512184363515905,Positive,0.125
809512588694450176,Negative,-0.375
809512742067597313,Negative,-0.375
809512957721907200,Neutral,0.0
809513011098583041,Positive,0.8500000000000001
809513148621299712,Positive,0.625
809513226626945024,Positive,0.625
809513335594962945,Neutral,0.0
809513549634617344,Neutral,0.0
809513701053263873,Negative,-0.125
809514380245274625,Neutral,0.0
809514424893632513,Positive,0.375
809514807497986049,Negative,-0.375
809514962532057089,Neutral,0.0
809515009327955972,Neutral,0.0
809515233798721536,Negative,-0.325
809515355529969664,Neutral,0.0
809515811140489217,Positive,0.625
809515990082027520,Negative,-0.325
809516232441479168,Neutral,0.0
809516269154299909,Neutral,0.0
809516407343853568,Neutral,0.0
809516409495711748,Neutral,0.0
809516462155120640,Neutral,0.0
809516527795904512,Neutral,0.0
809516592564469760,Neutral,0.0
809516686944731136,Neutral,0.0
809516719094038528,Positive,0.125
809516799569993728,Positive,0.25
809516967765807104,Neutral,0.0
809517171139346432,Neutral,0.0
809517669137416194,Neutral,0.0
809517676167106560,Neutral,0.0
809517833289953280,Positive,0.125
809518425861214210,Neutral,0.0
809518650684276736,Negative,-0.125
809518842791817216,Neutral,0.0
809518854535688193,Negative,-0.125
809519112158228480,Negative,-0.25
809519128679628800,Negative,-0.375
809519137986846725,Neutral,0.0
809520165167792128,Negative,-0.325
809520412526841856,Neutral,0.0
809520466956341250,Neutral,0.0
809520517950517248,Neutral,0.0
809520643519680512,Negative,-0.325
809521471492132866,Positive,0.375
809521555940089856,Neutral,0.0
809522124834607104,Neutral,0.0
809522179230625792,Neutral,0.0
809522175405236226,Neutral,0.0
809522444205748224,Neutral,0.0
809522641367396352,Neutral,0.0
809522655741284352,Neutral,0.0
809522986009186305,Negative,-0.325
809523112366710784,Neutral,0.0
809523240456585216,Positive,1.0
809523969858666498,Negative,-0.325
809524055179137026,Neutral,0.0
809524119964385280,Neutral,0.0
809525031650914304,Neutral,0.0
809525491614957568,Neutral,0.0
809525748159676421,Negative,-0.125
809526153295884290,Neutral,0.0
809528965216010241,Neutral,0.0
809529942631469060,Neutral,0.0
809530069676883968,Positive,0.325
809530280004513792,Neutral,0.0
809530554332958721,Neutral,0.0
809530959116771328,Positive,0.375
809531198863183872,Negative,-0.125
809531210892529664,Neutral,0.0
809531231423647744,Positive,0.325
809531489276887040,Neutral,0.0
809531561859223552,Neutral,0.0
809531585586401280,Positive,0.7250000000000001
809531913689972736,Neutral,0.0
809532005289443328,Neutral,0.0
809532183119597568,Positive,0.325
809532212932706304,Positive,0.625
809532438607200256,Negative,-0.25
809532493846183940,Neutral,0.0
809533084005609472,Neutral,0.0
809533557593010177,Neutral,0.0
809533573929771008,Positive,0.375
809533788141322240,Neutral,0.0
809533840490397699,Neutral,0.0
809533861017350144,Neutral,0.0
809533978113953793,Negative,-0.325
809535095828783104,Negative,-0.325
809535232366022657,Neutral,0.0
809535335604584448,Negative,-0.25
809535727251824640,Neutral,0.0
809535755139813376,Negative,-0.325
809536355747434496,Negative,-0.625
809536815581433857,Neutral,0.0
809536896984580096,Negative,-0.875
809536972431749120,Neutral,0.0
809538190809907201,Neutral,0.0
809538300788744192,Neutral,0.0
809538500253155328,Neutral,0.0
809538578388750336,Neutral,0.0
809538623871848448,Neutral,0.0
809538665697472512,Negative,-0.325
809538876142473216,Neutral,0.0
809538909491249152,Neutral,0.0
809539127582621696,Neutral,0.0
809539353219362816,Neutral,0.0
809539363860189184,Negative,-0.125
809539720715915264,Neutral,0.0
809539730681581569,Neutral,0.0
809539918510759938,Neutral,0.0
809539934990127106,Neutral,0.0
809539949502435328,Neutral,0.0
809539958155292672,Neutral,0.0
809539972915003392,Neutral,0.0
809539983648296960,Neutral,0.0
809539996981989376,Neutral,0.0
809540028187611137,Neutral,0.0
809540702904393728,Neutral,0.0
809541049475534848,Positive,0.375
809541233378869248,Positive,0.125
809541364463480832,Negative,-0.25
809541447410139136,Neutral,0.0
809541508311511040,Neutral,0.0
809541877011714048,Neutral,0.0
809541939334959105,Negative,-0.25
809542020125626368,Neutral,0.0
809542716581355520,Neutral,0.0
809542801419472897,Neutral,0.0
809543125815488512,Neutral,0.0
809543609309462528,Neutral,0.0
809543831037149184,Neutral,0.0
809544387520761857,Neutral,0.0
809545053756653568,Positive,0.125
809545078947676160,Neutral,0.0
809545258681909248,Neutral,0.0
809545278713982976,Positive,0.375
809545329204985857,Positive,0.375
809545398973071360,Neutral,0.0
809545790192545792,Negative,-0.375
809545907393937408,Negative,-0.625
809545932161351681,Negative,-0.625
809545942584147968,Negative,-0.625
809546116425543680,Negative,-0.625
809546221144645632,Negative,-0.625
809546685714169856,Positive,0.5
809546781579243520,Neutral,0.0
809546795701432321,Positive,0.5
809546968544460801,Negative,-0.625
809547337391632385,Neutral,0.0
809547496364052480,Positive,0.125
809547689255800832,Negative,-0.625
809547706498568192,Positive,0.5
809547785863393280,Positive,0.375
809548001983295488,Negative,-0.625
809548192857681920,Positive,0.375
809548223316639744,Neutral,0.0
809548408629448705,Positive,1.0
809548437444300800,Neutral,0.0
809548585561944064,Neutral,0.0
809549103789199360,Negative,-0.625
809549392327962625,Neutral,0.0
809549500041822208,Negative,-0.325
809549788609908736,Neutral,0.0
809549855064489986,Negative,-0.625
809549901726158848,Neutral,0.0
809549937809756161,Neutral,0.0
809550055891992577,Negative,-0.625
809550185156251649,Neutral,0.0
809550243721256960,Positive,0.125
809550540522721281,Positive,0.125
809550571191631872,Positive,0.125
809550693291921409,Negative,-0.375
809550745221689345,Neutral,0.0
809550749034303488,Negative,-0.625
809550815220342784,Neutral,0.0
809551070326296576,Neutral,0.0
809551544861396992,Neutral,0.0
809551774243766272,Negative,-0.325
809551948080967680,Negative,-0.25
809552003491889155,Neutral,0.0
809552014086696960,Positive,0.125
809552252012785664,Neutral,0.0
809552308765855744,Neutral,0.0
809552533068849152,Positive,0.125
809552898124316672,Neutral,0.0
809553112319016960,Negative,-0.625
809553197031456773,Neutral,0.0
809553224264925184,Neutral,0.0
809553338014441472,Neutral,0.0
809553388337852417,Neutral,0.0
809553488204140544,Positive,0.375
809554062844764160,Neutral,0.0
809554142880473088,Neutral,0.0
809554654954659840,Neutral,0.0
809554765092978688,Neutral,0.0
809555057276502017,Neutral,0.0
809555456641368064,Neutral,0.0
809555485720539137,Negative,-0.375
809556245845803008,Negative,-0.625
809556279324774400,Neutral,0.0
809556314431115264,Neutral,0.0
809556348581150720,Negative,-0.625
809556415778013184,Negative,-0.25
809556506085642240,Neutral,0.0
809556670674178048,Negative,-0.625
809557093128826880,Neutral,0.0
809557457848635392,Negative,-0.625
809557527666905088,Negative,-0.625
809557800774959104,Negative,-0.625
809558010469249024,Neutral,0.0
809558035140145154,Positive,0.375
809558067356598272,Neutral,0.0
809558238563880960,Neutral,0.0
809558270570594304,Negative,-0.625
809558584463937536,Negative,-0.375
809559099138568193,Positive,1.125
809559504044093440,Positive,1.125
809559821091536896,Neutral,0.0
809560002516094976,Neutral,0.0
809560101774327809,Neutral,0.0
809560172385497088,Neutral,0.0
809560364300070912,Negative,-0.625
809560406775709697,Negative,-0.625
809560435020152832,Negative,-0.625
809560646635417600,Negative,-0.625
809560756425523200,Neutral,0.0
809560841771094017,Neutral,0.0
809560897396031488,Positive,0.125
809560980539711489,Neutral,0.0
809561014509379584,Neutral,0.0
809561136181940224,Neutral,0.0
809561168004009984,Neutral,0.0
809561378449223680,Neutral,0.0
809561876619268101,Neutral,0.0
809561911239000065,Negative,-0.625
809562282736783360,Negative,-0.625
809562420503085056,Positive,0.5
809562431538270208,Negative,-0.625
809562467265368065,Negative,-0.875
809562526513926146,Neutral,0.0
809562844509323264,Neutral,0.0
809563662176440320,Negative,-0.625
809564077806813184,Negative,-0.25
809564447241076737,Neutral,0.0
809565710842232833,Neutral,0.0
809565767830114304,Negative,-0.375
809565798092001280,Negative,-0.375
809566036768997376,Neutral,0.0
809566419918520320,Neutral,0.0
809566682310209537,Positive,0.25
809566985784795136,Neutral,0.0
809567303780200448,Positive,0.5
809568768489910273,Neutral,0.0
809569258241925122,Positive,0.125
809569302420615168,Negative,-0.375
809571378567532544,Positive,0.125
809571784706039808,Positive,0.625
809574301691244544,Neutral,0.0
809574826797047808,Positive,0.875
809575148949041153,Negative,-0.25
809575184676089857,Neutral,0.0
809575592970612736,Neutral,0.0
809575637421850624,Neutral,0.0
809575749137088512,Neutral,0.0
809576148766224385,Negative,-0.25
809576361077731329,Negative,-0.25
809576364986793984,Neutral,0.0
809576573078736896,Neutral,0.0
809576590938173441,Neutral,0.0
809576842180993024,Neutral,0.0
809576871494979585,Positive,0.125
809577078718861312,Neutral,0.0
809577313633443840,Negative,-0.625
809578348573761537,Positive,0.5
809578911407349760,Negative,-0.125
809578936850087937,Neutral,0.0
809579105439973376,Neutral,0.0
809579232716324864,Neutral,0.0
809580085271478272,Neutral,0.0
809580929899433984,Positive,0.125
809582550771503104,Negative,-0.25
809582575446540288,Positive,0.375
809582749543710720,Positive,0.125
809583746286489600,Neutral,0.0
809584302644232192,Neutral,0.0
809584932062306304,Neutral,0.0
809586183303024642,Negative,-0.25
809586765522763776,Positive,0.125
809586795025285120,Neutral,0.0
809586794949808128,Neutral,0.0
809587094888845314,Negative,-0.25
809587408249487360,Positive,0.525
809587864845647872,Neutral,0.0
809588215082582017,Negative,-0.625
809589098994343938,Negative,-0.625
809589102668435456,Neutral,0.0
809589139771420672,Positive,0.5
809589733059887104,Negative,-0.25
809589952191172608,Negative,-0.625
809590318903463936,Neutral,0.0
809590338780336129,Negative,-0.125
809590398691721217,Neutral,0.0
809590841589297153,Positive,0.125
809591809668161537,Neutral,0.0
809591980745457665,Positive,0.375
809592732838662144,Negative,-0.625
809593270946897920,Positive,0.375
809593371064868865,Negative,-0.325
809593846363541508,Neutral,0.0
809594159359295489,Positive,0.125
809594233384382464,Neutral,0.0
809594759694192640,Negative,-0.125
809594892405985280,Neutral,0.0
809594898949308417,Neutral,0.0
809595132819505152,Neutral,0.0
809595733527687168,Negative,-0.875
809596355794583552,Negative,-0.25
809596570748358656,Neutral,0.0
809596973024182272,Positive,0.5
809597307658215424,Neutral,0.0
809597409873592320,Positive,0.5
809597710194057216,Positive,0.5
809598161547313156,Neutral,0.0
809598569036382213,Negative,-0.125
809598621771567104,Negative,-0.625
809599189126496256,Negative,-0.125
809599607361544192,Positive,0.375
809599921636708356,Positive,0.75
809601312031641602,Negative,-0.325
809601571906469888,Neutral,0.0
809603532378820609,Negative,-0.125
809603692253052928,Negative,-0.5
809604689071259648,Neutral,0.0
809607400135086081,Positive,0.125
809610984059011073,Negative,-0.325
809612780475019264,Positive,1.125
809612837521739776,Negative,-0.575
809615076328083456,Neutral,0.0
809616808848293888,Neutral,0.0
809620838534287361,Neutral,0.0
809620904418439168,Neutral,0.0
809621314289811456,Neutral,0.0
809623641625227264,Negative,-0.25
809624601697353728,Negative,-0.375
809625318487048192,Negative,-0.625
809625348673564677,Negative,-0.325
809625805714096128,Neutral,0.0
809626037864767488,Neutral,0.0
809626135239819264,Neutral,0.0
809626174519476224,Neutral,0.0
809626303733370880,Neutral,0.0
809626377033043968,Neutral,0.0
809626822648459264,Positive,0.375
809628189366583296,Positive,0.125
809628378550726656,Neutral,0.0
809629285900226560,Negative,-0.625
809629354204495873,Neutral,0.0
809629880925245440,Positive,0.125
809630207191695360,Neutral,0.0
809630380785598464,Positive,0.125
809630551527346177,Neutral,0.0
809630662638600192,Positive,0.125
809630958370652162,Positive,0.125
809631643841470464,Neutral,0.0
809632399726260224,Neutral,0.0
809632486401654784,Negative,-0.625
809633373358587904,Negative,-0.625
809634013417771008,Neutral,0.0
809634490670845952,Neutral,0.0
809635417540689920,Neutral,0.0
809635669542838272,Neutral,0.0
809635739734601728,Positive,0.125
809635917518532608,Neutral,0.0
809636087064920064,Neutral,0.0
809636381144260608,Neutral,0.0
809636564146024449,Negative,-0.125
809636585063010304,Neutral,0.0
809637130934816768,Negative,-0.375
809637525820207104,Negative,-0.625
809638371647778816,Negative,-0.625
809638459686219776,Neutral,0.0
809638814490697728,Neutral,0.0
809639625732067329,Neutral,0.0
809639907698282496,Negative,-0.625
809639922546184192,Neutral,0.0
809640272174796801,Neutral,0.0
809640575414784000,Neutral,0.0
809641032069640192,Positive,0.575
809641433082646530,Positive,0.7
809644704748797952,Positive,0.25
809645875949694976,Negative,-0.625
809646859673341952,Positive,0.625
809648938664022016,Neutral,0.0
809649761846497280,Neutral,0.0
809649779248660480,Negative,-0.25
809651043072143360,Positive,0.125
809652694440935424,Negative,-0.625
809654483177197568,Neutral,0.0
809655067896791041,Positive,0.5
809655683964608512,Negative,-0.625
809655870921449472,Neutral,0.0
809657459283525632,Neutral,0.0
809657981012819968,Positive,0.65
809659187387047936,Neutral,0.0
809659624479551488,Neutral,0.0
809659726019620864,Negative,-0.625
809659746500362244,Negative,-0.375
809660061517774848,Neutral,0.0
809660074729869312,Neutral,0.0
809660085228158976,Neutral,0.0
809660097181995008,Neutral,0.0
809660112860221440,Neutral,0.0
809660125862653953,Neutral,0.0
809660430247464960,Neutral,0.0
809661764350738432,Neutral,0.0
809662470159794176,Positive,0.125
809662472978333696,Negative,-0.625
809662519711145984,Positive,0.375
809662931642318848,Negative,-0.625
809663261092282369,Neutral,0.0
809663300929781760,Negative,-0.375
809663656589828096,Positive,0.25
809665402267521024,Positive,0.25
809666090125004800,Neutral,0.0
809667552590839808,Neutral,0.0
809667622749016064,Neutral,0.0
809667889003458560,Positive,0.875
809667968569372672,Neutral,0.0
809668050077319168,Negative,-0.625
809668636197539840,Neutral,0.0
809669193415229440,Negative,-0.375
809669677987364865,Neutral,0.0
809671480397004801,Neutral,0.0
809671626971299840,Neutral,0.0
809672141197242368,Neutral,0.0
809672436744683520,Neutral,0.0
809673099637616640,Positive,0.5
809673308241272832,Positive,1.0
809673678002786304,Negative,-0.25
809673839017918464,Positive,0.5
809674934666534912,Positive,0.125
809676104088875008,Positive,0.375
809676206358425600,Positive,1.0
809676597569683456,Neutral,0.0
809676674707189760,Negative,-0.125
809677193609498624,Positive,0.25
809677502624989184,Neutral,0.0
809677669390577664,Positive,0.125
809678803882700801,Negative,-0.125
809678932433899520,Positive,1.0
809679727900266499,Positive,0.375
809680013456998400,Neutral,0.0
809681202579963904,Positive,0.25
809681590133530624,Neutral,0.0
809681630776479744,Negative,-0.625
809681695163248640,Positive,0.375
809681720110968832,Negative,-0.625
809681759629676544,Positive,1.625
809682017524715520,Neutral,0.0
809682178611286016,Neutral,0.0
809682664110354432,Negative,-0.625
809682846432559104,Positive,0.125
809683300377825281,Positive,0.375
809683610345361408,Positive,0.625
809685520955637760,Neutral,0.0
809689416151298048,Neutral,0.0
809689559164391425,Positive,0.625
809690356329676800,Neutral,0.0
809690603495768064,Negative,-0.625
809690822602014720,Negative,-0.25
809691132296855552,Negative,-0.625
809691536858447872,Neutral,0.0
809692717584240640,Neutral,0.0
809692905661222912,Neutral,0.0
809692947952209920,Negative,-0.5
809693551445557251,Neutral,0.0
809693655317549056,Neutral,0.0
809694482111275008,Negative,-0.325
809694495231135744,Positive,0.925
809695788142067713,Positive,0.5
809695834271084544,Neutral,0.0
809695964596289538,Neutral,0.0
809696226199343104,Neutral,0.0
809698532991111168,Negative,-0.125
809699418035339264,Negative,-0.325
809700704659050496,Negative,-0.625
809700837878616064,Positive,0.375
809701314108289024,Neutral,0.0
809701318914883584,Neutral,0.0
809701324640108544,Neutral,0.0
809701329497104384,Neutral,0.0
809701334064787456,Neutral,0.0
809701339798368256,Neutral,0.0
809701344789590016,Neutral,0.0
809701350292525057,Neutral,0.0
809701354381905920,Neutral,0.0
809701360086249472,Neutral,0.0
809701366071459840,Neutral,0.0
809701371310145536,Neutral,0.0
809701376376930304,Neutral,0.0
809701381259100161,Neutral,0.0
809701385474375680,Neutral,0.0
809701389593182208,Neutral,0.0
809701394689179648,Neutral,0.0
809701399042859008,Positive,1.25
809701400267603968,Positive,0.625
809701400221515776,Neutral,0.0
809701402926841857,Neutral,0.0
809701404247986176,Neutral,0.0
809701408207409152,Neutral,0.0
809701412309499904,Neutral,0.0
809701417585963010,Neutral,0.0
809701422119919616,Neutral,0.0
809701427199307776,Neutral,0.0
809701431380942848,Neutral,0.0
809701436204400640,Neutral,0.0
809701440621084672,Neutral,0.0
809701445150920704,Neutral,0.0
809701448997027840,Neutral,0.0
809701454269259777,Neutral,0.0
809701459172397056,Neutral,0.0
809701463056412672,Neutral,0.0
809701698792988672,Positive,1.0
809702261769109504,Neutral,0.0
809702930882424832,Negative,-0.25
809703245765550080,Neutral,0.0
809703770275901441,Neutral,0.0
809703892766388224,Neutral,0.0
809704274439577600,Positive,0.375
809704436331401216,Positive,0.125
809704497345953792,Neutral,0.0
809704907490099204,Positive,0.625
809705093947883521,Neutral,0.0
809705133638635520,Positive,0.625
809705516364603392,Positive,0.625
809705601353785346,Neutral,0.0
809705746879447041,Negative,-0.625
809705914903035904,Neutral,0.0
809705925292347392,Neutral,0.0
809705935266402304,Positive,0.125
809705940131803136,Neutral,0.0
809705945274019840,Positive,0.75
809706398300901376,Neutral,0.0
809706789071634432,Neutral,0.0
809708172009230340,Neutral,0.0
809708311461273600,Neutral,0.0
809708375340679168,Neutral,0.0
809708411327774720,Neutral,0.0
809708924433813504,Neutral,0.0
809708941651443712,Positive,1.25
809710071571693568,Neutral,0.0
809710178643902465,Neutral,0.0
809710992833835008,Positive,0.375
809711435387432960,Negative,-0.375
809711482237816832,Neutral,0.0
809711664719347712,Positive,0.125
809712408612704256,Positive,0.125
809712446403440641,Negative,-0.125
809712710040567808,Neutral,0.0
809714367826722816,Negative,-0.125
809714561234468864,Positive,0.625
809715117365596161,Negative,-0.125
809716464668307457,Neutral,0.0
809716528115490816,Negative,-0.625
809716983956504576,Negative,-1.0
809717041590628352,Negative,-0.125
809717050499166208,Negative,-1.0
809717199510401024,Negative,-0.375
809717226915958784,Positive,0.125
809717251507044352,Negative,-1.0
809717886168117248,Negative,-0.75
809717971375587328,Negative,-1.0
809718158709948418,Neutral,0.0
809718237973843968,Positive,0.25
809719671620571136,Neutral,0.0
809719679887417346,Negative,-1.0
809719977565528064,Neutral,0.0
809720299457347584,Positive,0.125
809720430827372544,Neutral,0.0
809720501215993856,Negative,-1.0
809721646110097408,Negative,-1.0
809721841694679045,Positive,0.125
809722469938565120,Neutral,0.0
809722471251374080,Neutral,0.0
809722474371940353,Neutral,0.0
809722494546366464,Neutral,0.0
809722568940941317,Neutral,0.0
809722623466864640,Neutral,0.0
809722655242915840,Neutral,0.0
809722687186763776,Negative,-0.375
809722717331226625,Neutral,0.0
809722736717262848,Neutral,0.0
809722756820504576,Neutral,0.0
809722821119184896,Neutral,0.0
809722867558580224,Neutral,0.0
809722909321269248,Neutral,0.0
809722968368615424,Neutral,0.0
809723008474615808,Neutral,0.0
809723120609177600,Negative,-1.0
809723331641569281,Neutral,0.0
809723483026583554,Positive,0.375
809724164059832320,Negative,-1.0
809724276052029440,Negative,-1.0
809724638355980289,Positive,1.125
809726461213102080,Neutral,0.0
809726519304187904,Negative,-0.125
809726554288824320,Negative,-0.625
809726887169818628,Negative,-1.0
809726963405430784,Neutral,0.0
809727169568051204,Neutral,0.0
809727241517223936,Neutral,0.0
809727578005086208,Neutral,0.0
809727583218765824,Neutral,0.0
809728035234705408,Neutral,0.0
809729510572638208,Negative,-0.125
809729527991582721,Neutral,0.0
809729878639656960,Positive,0.125
809730202439974912,Neutral,0.0
809731233081069568,Positive,0.375
809731391302856704,Neutral,0.0
809731482763804672,Negative,-0.625
809731974281785344,Neutral,0.0
809732680967487488,Positive,2.05
809732836337061888,Neutral,0.0
809733482809200640,Neutral,0.0
809733997999882241,Neutral,0.0
809737163222958080,Neutral,0.0
809737308324921345,Neutral,0.0
809737663553163264,Neutral,0.0
809738938051006464,Neutral,0.0
809739496438763520,Positive,0.325
809739546690723840,Positive,0.325
809739583692873728,Positive,0.325
809739693516525568,Positive,0.325
809739876170137600,Neutral,0.0
809739878258933760,Positive,0.325
809739957405437952,Positive,0.325
809740014095454208,Positive,0.325
809740361073471489,Neutral,0.0
809740446775775232,Positive,0.325
809740563109019648,Positive,0.325
809740950868201472,Positive,0.325
809741470169067520,Positive,0.25
809741668782112769,Positive,0.325
809741840987594752,Neutral,0.0
809741925968478208,Neutral,0.0
809741934797303809,Positive,0.325
809741992032866304,Negative,-0.125
809743308809531392,Positive,0.125
809743738582999040,Positive,0.325
809743826076123136,Positive,0.325
809744067269693440,Neutral,0.0
809744943254216704,Neutral,0.0
809745081771167744,Neutral,0.0
809745156589162497,Positive,0.25
809745432985227264,Neutral,0.0
809745563079954432,Positive,0.325
809745754617221120,Neutral,0.0
809746182750801921,Positive,1.625
809746359649611776,Negative,-1.0
809746710532685824,Neutral,0.0
809746907497189376,Neutral,0.0
809747046890688514,Positive,0.125
809747285047476228,Neutral,0.0
809747394799738880,Neutral,0.0
809747419034435584,Neutral,0.0
809747577235181568,Neutral,0.0
809747859100893185,Neutral,0.0
809748079335378944,Neutral,0.0
809748135501328384,Neutral,0.0
809748216346529792,Neutral,0.0
